n_clusters,max_features,min_df,max_df,merge_small,min_cluster_size,n_clusters_final,silhouette
55,10000,2,0.3,True,25,48,0.022686422069609323
100,5000,5,0.2,True,25,50,0.022671187005370966
55,10000,5,0.15,True,25,43,0.022670259540379187
55,10000,2,0.15,True,20,46,0.02264503834256706
100,5000,5,0.11,True,25,50,0.022628304346756712
65,7000,5,0.2,True,30,46,0.022619512051533647
95,10000,10,0.3,True,25,49,0.022606237379815257
95,5000,10,0.3,True,25,49,0.022606237379815257
95,7000,10,0.3,True,25,49,0.022606237379815257
60,7000,7,0.3,True,30,41,0.022593396796274
90,7000,7,0.3,True,25,54,0.02259060262849069
90,10000,5,0.11,True,20,65,0.022588985111192127
90,5000,2,0.25,True,25,52,0.022554402685906083
75,7000,5,0.3,True,30,47,0.022548884870920844
75,10000,7,0.2,True,30,48,0.022529591082918975
60,10000,7,0.11,True,25,46,0.022518356494114947
75,7000,2,0.3,True,25,52,0.022505517448650023
80,7000,7,0.11,True,30,44,0.022471296626083433
70,10000,7,0.3,True,25,53,0.022459462755128518
80,10000,7,0.2,True,25,51,0.022441839016098468
75,10000,2,0.15,True,25,55,0.02243620883436519
60,10000,5,0.15,True,30,48,0.022412784058152616
70,10000,7,0.25,True,30,50,0.022405989522606973
65,7000,5,0.15,True,30,47,0.02239017954169167
80,10000,5,0.3,True,25,54,0.02238345112770706
80,10000,7,0.11,True,25,53,0.022329510475098856
65,10000,5,0.2,True,25,53,0.0223257206446187
90,7000,7,0.2,True,25,57,0.02232543089439052
75,5000,10,0.15,True,30,43,0.02231937780003712
75,10000,10,0.15,True,30,43,0.02231937780003712
75,7000,10,0.15,True,30,43,0.02231937780003712
70,7000,2,0.11,True,30,46,0.022312501264673573
90,7000,10,0.11,True,30,43,0.02230264090208564
90,5000,10,0.11,True,30,43,0.02230264090208564
90,10000,10,0.11,True,30,43,0.02230264090208564
60,10000,5,0.15,True,25,49,0.02229850415871578
65,10000,2,0.15,True,25,55,0.02228331885991025
75,10000,2,0.3,True,25,56,0.0222707006111821
90,5000,5,0.2,True,30,38,0.022257496851930982
100,5000,2,0.11,True,25,52,0.022253587753397107
80,10000,5,0.15,True,25,56,0.022251359879115785
95,7000,7,0.11,True,25,53,0.02224813756502839
95,5000,2,0.15,True,25,51,0.022235636090686635
70,5000,7,0.11,True,30,43,0.022233725204807958
55,10000,2,0.2,True,20,49,0.022223944737534734
90,7000,7,0.15,True,25,52,0.022220460280937823
100,10000,10,0.3,True,25,52,0.02221188385592242
100,5000,10,0.3,True,25,52,0.02221188385592242
100,7000,10,0.3,True,25,52,0.02221188385592242
70,5000,7,0.3,True,30,44,0.02220215838633024
65,10000,5,0.11,True,25,50,0.02219069487643082
75,10000,5,0.25,True,25,51,0.02215926547682175
80,5000,5,0.15,True,30,47,0.022138514036383006
75,5000,2,0.15,True,30,49,0.022130948398957784
65,7000,7,0.11,True,25,48,0.02212903098155681
65,10000,7,0.25,True,30,47,0.022106612238174405
80,7000,10,0.11,True,30,43,0.022105010747406322
80,5000,10,0.11,True,30,43,0.022105010747406322
80,10000,10,0.11,True,30,43,0.022105010747406322
55,7000,2,0.15,True,30,44,0.022085804489028197
65,10000,5,0.3,True,25,51,0.022072046112378015
75,7000,7,0.25,True,30,45,0.02206585638154129
55,10000,7,0.3,True,25,45,0.02205625471281155
75,10000,5,0.15,True,25,47,0.02205158485832371
75,7000,7,0.3,True,30,47,0.022047308906427185
75,7000,7,0.11,True,30,45,0.02202988191238424
70,7000,5,0.3,True,30,48,0.02202103032904986
100,7000,7,0.25,True,25,55,0.02201472857552067
80,7000,7,0.25,True,30,47,0.022011468905916876
75,7000,2,0.25,True,30,45,0.022007574606946394
80,5000,5,0.11,True,30,46,0.02200266883518559
100,10000,7,0.25,True,25,54,0.02199610531853073
75,5000,5,0.2,True,30,42,0.021988794321947815
80,5000,2,0.11,True,30,45,0.0219873036016205
75,10000,2,0.2,True,25,53,0.021983231397664945
75,5000,2,0.2,True,30,41,0.021968335379323193
80,10000,2,0.15,True,25,54,0.021962140494634595
80,10000,5,0.2,True,20,59,0.021953024843463315
90,10000,7,0.2,True,25,53,0.021939390514845877
95,7000,7,0.15,True,25,54,0.021937277613844685
100,10000,5,0.25,True,20,65,0.021905082231181965
75,10000,7,0.11,True,25,55,0.021898980963761392
70,7000,2,0.2,True,30,46,0.021888216135332827
70,7000,7,0.15,True,30,43,0.021877143656395325
65,10000,7,0.2,True,30,46,0.02186050360389733
80,7000,5,0.15,True,30,44,0.02185685768581992
60,7000,2,0.2,True,30,44,0.02185249456767224
95,7000,2,0.2,True,25,49,0.02184065897515008
90,5000,7,0.15,True,30,43,0.021835882455000174
65,10000,2,0.3,True,25,51,0.021835229116290617
90,7000,5,0.3,True,25,55,0.02182982940366515
70,10000,5,0.15,True,25,53,0.02182610917159806
55,10000,7,0.15,True,30,39,0.02182203744019007
65,10000,5,0.15,True,25,50,0.021807634468457095
80,10000,2,0.11,True,20,56,0.02179566542694656
95,7000,5,0.3,True,25,56,0.021790173603912465
75,10000,5,0.11,True,25,59,0.021771493405262354
100,10000,2,0.15,True,20,70,0.021763723569238128
65,7000,2,0.11,True,30,43,0.021729826445419164
65,10000,2,0.2,True,25,47,0.02171639073147446
70,7000,7,0.11,True,30,46,0.0216882966483834
65,7000,5,0.3,True,30,43,0.021686558781098077
100,5000,10,0.11,True,25,49,0.02167591687347506
100,10000,10,0.11,True,25,49,0.02167591687347506
100,7000,10,0.11,True,25,49,0.02167591687347506
70,7000,5,0.2,True,30,46,0.021656577085923397
70,10000,2,0.2,True,25,54,0.021646917978376597
55,10000,2,0.2,True,25,47,0.021626150836396945
90,10000,7,0.15,True,25,55,0.02162418726436131
70,10000,7,0.2,True,30,48,0.021611433162212305
70,5000,2,0.25,True,30,43,0.02160977000366751
100,5000,5,0.15,True,25,49,0.02157926813324668
55,10000,2,0.3,True,30,45,0.02157730547988185
90,7000,2,0.3,True,25,53,0.02154685529113972
65,7000,5,0.25,True,30,46,0.021546559262965337
55,10000,2,0.11,True,25,45,0.021538407761112287
65,7000,7,0.25,True,30,42,0.02153494917540472
65,7000,7,0.2,True,30,40,0.021530505616901535
55,10000,7,0.25,True,30,43,0.021529890218125163
60,10000,5,0.25,True,30,46,0.021512945787584566
95,7000,5,0.2,True,25,50,0.021499188393536327
70,10000,7,0.15,True,25,47,0.021498281379615233
65,10000,5,0.25,True,25,48,0.021483669378583717
100,10000,5,0.3,True,20,59,0.021447468937243926
55,10000,5,0.25,True,25,48,0.0214363240072443
55,7000,2,0.3,True,30,42,0.02142325896841986
70,5000,7,0.15,True,30,41,0.02141907911596579
95,10000,2,0.11,True,20,67,0.021415192118820797
55,10000,2,0.25,True,30,39,0.02139344132455209
55,10000,5,0.3,True,25,43,0.021389899037222375
60,10000,2,0.15,True,25,48,0.0213715453271259
60,10000,7,0.15,True,30,41,0.021359196730355516
100,7000,7,0.11,True,25,53,0.021353343929537392
60,10000,5,0.2,True,25,45,0.021337594461856565
60,10000,2,0.2,True,25,46,0.021326686625604267
75,7000,5,0.25,True,30,46,0.021309017299302395
65,7000,7,0.15,True,30,44,0.021294961082909302
65,7000,5,0.11,True,30,45,0.021293771800524563
65,10000,2,0.15,True,30,50,0.02129211622579769
100,7000,5,0.2,True,25,56,0.021269670323549678
95,5000,7,0.3,True,25,53,0.0212631303242471
95,7000,2,0.25,True,25,59,0.021262366796788296
75,10000,5,0.2,True,25,52,0.021259800641076243
65,7000,2,0.3,True,25,47,0.021251813638541346
75,5000,10,0.3,True,30,42,0.021251622989086838
75,10000,10,0.3,True,30,42,0.021251622989086838
75,7000,10,0.3,True,30,42,0.021251622989086838
70,7000,10,0.3,True,30,43,0.021240985670670797
70,10000,10,0.3,True,30,43,0.021240985670670797
70,5000,10,0.3,True,30,43,0.021240985670670797
95,10000,5,0.25,True,25,56,0.021228899204849935
90,10000,2,0.15,True,25,53,0.021224267722314245
75,5000,7,0.25,True,30,41,0.02122040695337497
95,10000,5,0.11,True,20,60,0.021169133381331362
70,7000,2,0.15,True,30,45,0.02116465119134882
75,5000,7,0.11,True,30,40,0.021154469766043005
60,10000,2,0.25,True,30,47,0.02114444544055014
70,10000,5,0.3,True,30,48,0.021144332724660694
95,5000,5,0.11,True,25,52,0.02114011187052849
65,10000,2,0.11,True,25,47,0.021129428278236616
70,10000,2,0.15,True,25,54,0.0210494559150587
80,5000,7,0.11,True,30,43,0.021032362538839795
80,10000,5,0.11,True,20,58,0.021007585501580658
60,7000,7,0.2,True,30,41,0.020998265065189307
60,10000,5,0.2,True,30,43,0.020988509882811656
70,7000,5,0.25,True,30,46,0.020983443291305973
80,10000,2,0.2,True,30,46,0.020966660044706004
95,10000,5,0.15,True,25,60,0.02096453042538806
100,5000,10,0.15,True,25,53,0.020947719245315015
100,10000,10,0.15,True,25,53,0.020947719245315015
100,7000,10,0.15,True,25,53,0.020947719245315015
100,10000,5,0.11,True,20,63,0.02093859522858478
55,10000,7,0.11,True,30,40,0.020937681496095123
90,10000,2,0.11,True,25,53,0.02093672458980288
100,5000,7,0.2,True,25,54,0.02093639575139018
95,7000,7,0.2,True,25,53,0.02091882373947476
75,7000,5,0.15,True,30,43,0.020908414247856624
70,10000,2,0.25,True,30,49,0.02086762936275556
75,10000,10,0.11,True,30,40,0.020858442480914983
75,5000,10,0.11,True,30,40,0.020858442480914983
75,7000,10,0.11,True,30,40,0.020858442480914983
100,7000,7,0.15,True,25,54,0.020848698301901652
100,5000,7,0.11,True,25,49,0.020808474054592237
100,5000,7,0.3,True,25,51,0.020806925953401494
90,5000,5,0.15,True,30,44,0.02079725188527619
75,5000,2,0.11,True,30,42,0.0207910922096572
90,10000,5,0.2,True,25,57,0.020747567462824197
100,7000,7,0.2,True,25,55,0.020735612500380557
55,10000,2,0.15,True,25,44,0.020732785156538498
100,7000,2,0.11,True,25,51,0.020716704509348084
75,10000,7,0.25,True,30,45,0.02069211062353244
80,7000,2,0.3,True,30,44,0.02068938815813016
70,10000,5,0.25,True,25,51,0.020683290240019966
60,10000,7,0.25,True,30,42,0.020673763122959526
55,10000,7,0.3,True,30,42,0.020667150202585305
100,10000,7,0.11,True,25,55,0.0206603038382471
90,7000,2,0.15,True,25,51,0.020650331411575153
95,5000,10,0.15,True,25,53,0.020628109367878504
95,10000,10,0.15,True,25,53,0.020628109367878504
95,7000,10,0.15,True,25,53,0.020628109367878504
75,7000,2,0.15,True,30,45,0.020614123247798332
75,10000,5,0.3,True,30,48,0.020611941344139538
90,10000,2,0.3,True,25,53,0.020560968100404937
65,10000,5,0.11,True,30,47,0.020560637998463527
70,7000,2,0.3,True,30,45,0.02051626335002335
75,10000,2,0.25,True,30,48,0.020508126692372196
80,5000,5,0.2,True,30,44,0.020507505353506043
95,10000,7,0.3,True,25,53,0.020505039514335792
80,10000,7,0.25,True,25,48,0.02049859434137301
100,5000,2,0.25,True,25,54,0.020495320638250228
70,7000,5,0.15,True,30,42,0.020484686996031853
60,10000,5,0.3,True,30,43,0.02047677481071673
55,10000,5,0.3,True,30,41,0.020476735038080923
90,10000,5,0.3,True,25,54,0.020475883024397394
80,10000,5,0.2,True,25,52,0.02045426236855194
65,10000,7,0.15,True,30,42,0.020444374725809313
65,10000,7,0.3,True,30,41,0.020432404347843467
100,10000,7,0.2,True,25,52,0.020430243207715647
65,10000,7,0.11,True,30,41,0.0204245356280025
80,10000,5,0.25,True,25,54,0.02041754338418485
75,7000,5,0.2,True,30,46,0.02041455166934101
60,7000,7,0.15,True,30,41,0.020401724881190533
60,10000,7,0.11,True,30,40,0.02034420210469765
80,7000,7,0.3,True,30,45,0.02031029170975278
75,10000,7,0.15,True,30,44,0.02030575612952605
75,5000,5,0.11,True,30,42,0.020286507846421505
100,7000,2,0.15,True,25,54,0.020284096442125445
60,7000,5,0.2,True,30,42,0.02028196494604274
55,10000,5,0.11,True,25,45,0.020276635551247178
75,10000,5,0.15,True,30,44,0.020261721408648573
70,10000,7,0.11,True,30,43,0.02025883352884719
60,7000,5,0.3,True,30,41,0.020242868878928177
70,10000,2,0.15,True,30,49,0.02022835885409153
80,7000,2,0.25,True,30,45,0.020169126661593824
95,10000,5,0.3,True,25,59,0.020137090864414287
65,10000,5,0.3,True,30,44,0.020135081390437917
90,5000,2,0.11,True,30,40,0.020124138215241373
75,5000,5,0.15,True,30,40,0.020114656061666077
95,10000,5,0.2,True,25,57,0.020103036156457657
70,7000,2,0.25,True,30,42,0.02008301030843165
90,5000,5,0.11,True,30,44,0.020076996749656642
90,10000,7,0.3,True,25,49,0.019996251237792216
70,10000,5,0.11,True,30,49,0.019987489295182438
65,10000,2,0.25,True,25,50,0.019984590159634823
95,10000,2,0.3,True,25,51,0.019980287074706473
80,5000,7,0.15,True,30,43,0.01998012126826708
65,7000,2,0.3,True,30,42,0.01994837418262646
70,7000,7,0.25,True,30,45,0.019945420430803735
100,5000,5,0.3,True,30,42,0.019939517533089295
90,7000,2,0.2,True,25,48,0.019917874586156535
80,7000,5,0.25,True,30,43,0.019909474570556047
80,10000,2,0.3,True,25,52,0.01989985626346666
55,10000,5,0.15,True,30,37,0.019889012612214332
95,5000,2,0.11,True,30,44,0.019881853018019157
80,10000,7,0.11,True,30,48,0.019881413381722002
75,7000,7,0.15,True,30,45,0.019868921564696686
90,10000,5,0.15,True,25,54,0.01986298779051933
75,7000,2,0.11,True,30,41,0.019856115402834693
55,10000,5,0.25,True,30,43,0.019825422794221833
65,7000,2,0.15,True,30,42,0.019808001236486114
80,10000,2,0.15,True,30,47,0.01979912454631483
75,5000,7,0.2,True,30,39,0.019782731215099415
65,7000,2,0.25,True,30,42,0.019761450431805352
90,5000,7,0.25,True,30,43,0.01975165172356875
75,7000,5,0.11,True,30,40,0.019743285021636216
100,7000,5,0.3,True,25,51,0.01973272303820948
60,7000,5,0.25,True,30,40,0.019731892043179725
80,5000,7,0.2,True,30,40,0.019720700833750795
90,5000,10,0.2,True,30,41,0.019706436498169538
90,10000,10,0.2,True,30,41,0.019706436498169538
90,7000,10,0.2,True,30,41,0.019706436498169538
65,7000,7,0.3,True,30,45,0.01967333727245945
65,10000,2,0.2,True,30,43,0.019663395736027843
80,5000,7,0.25,True,30,40,0.019659062966191947
90,7000,7,0.11,True,25,55,0.01965190920437067
80,7000,5,0.11,True,30,45,0.019625705822059417
80,5000,2,0.25,True,30,43,0.01962418013260381
100,10000,7,0.3,True,25,50,0.019620922843400376
80,5000,2,0.15,True,30,42,0.01961834367139408
100,10000,2,0.3,True,25,54,0.019612028909184096
75,10000,2,0.11,True,25,50,0.01959385530711466
100,5000,10,0.2,True,25,46,0.019583628479359037
100,7000,10,0.2,True,25,46,0.019583628479359037
100,10000,10,0.2,True,25,46,0.019583628479359037
80,5000,10,0.3,True,30,44,0.019578756187757368
80,7000,10,0.3,True,30,44,0.019578756187757368
80,10000,10,0.3,True,30,44,0.019578756187757368
95,5000,10,0.25,True,30,41,0.01955986073062094
95,10000,10,0.25,True,30,41,0.01955986073062094
95,7000,10,0.25,True,30,41,0.01955986073062094
100,7000,5,0.25,True,25,51,0.019550232276804705
55,10000,2,0.15,True,30,41,0.01952240166846524
80,10000,2,0.11,True,25,49,0.019491744969341383
75,10000,7,0.3,True,30,44,0.019477285687462344
55,10000,2,0.11,True,30,40,0.019407474753213843
70,10000,5,0.25,True,30,48,0.01938204610442671
80,10000,2,0.25,True,25,50,0.01937081220826416
60,10000,2,0.11,True,30,41,0.019369859218979043
80,5000,5,0.25,True,30,43,0.01936469118499605
70,10000,2,0.2,True,30,48,0.019362883594677593
60,10000,2,0.3,True,30,42,0.019345480932465527
95,10000,7,0.15,True,25,54,0.01931665830024213
90,7000,5,0.2,True,30,45,0.01930521785166001
65,10000,5,0.25,True,30,42,0.019291283458301906
65,10000,5,0.2,True,30,45,0.01928245212648153
80,10000,7,0.15,True,30,47,0.019278767962516808
100,5000,2,0.15,True,25,48,0.019254021887916264
80,7000,2,0.2,True,30,46,0.019243607238347508
90,5000,10,0.3,True,30,44,0.019206938243732697
90,7000,10,0.3,True,30,44,0.019206938243732697
90,10000,10,0.3,True,30,44,0.019206938243732697
55,10000,5,0.2,True,30,39,0.01919743741354747
90,7000,7,0.15,True,30,43,0.0191245449501305
90,5000,7,0.2,True,30,42,0.019096285934363705
95,7000,2,0.11,True,25,56,0.019077994913182926
90,10000,5,0.25,True,25,52,0.019059467498860883
55,10000,2,0.2,True,30,41,0.019050274098513675
70,10000,7,0.3,True,30,42,0.019038012580855097
65,10000,2,0.11,True,30,40,0.019011643808306406
65,7000,7,0.11,True,30,41,0.0190040014606207
60,10000,5,0.11,True,30,43,0.018981989291055632
80,10000,7,0.2,True,30,44,0.018950435891391455
70,7000,7,0.2,True,30,42,0.01894738647845293
100,10000,5,0.25,True,25,52,0.018945390248713338
95,10000,2,0.15,True,25,53,0.01894338252326792
95,7000,7,0.3,True,25,50,0.018907450276866477
80,10000,5,0.3,True,30,46,0.018853261392202843
95,5000,7,0.11,True,30,40,0.018830200860823657
80,7000,7,0.2,True,30,43,0.01880366633356699
75,10000,2,0.15,True,30,46,0.018791733100500082
65,10000,2,0.3,True,30,44,0.018735383283828403
95,5000,10,0.2,True,30,41,0.018719608258613327
95,10000,10,0.2,True,30,41,0.018719608258613327
95,7000,10,0.2,True,30,41,0.018719608258613327
75,7000,2,0.3,True,30,43,0.018650584289902863
75,10000,5,0.25,True,30,44,0.01860292368827198
90,5000,2,0.2,True,30,40,0.018593178750544587
90,5000,7,0.11,True,30,40,0.01855539220407085
90,5000,2,0.3,True,30,38,0.018537770680137493
80,10000,5,0.11,True,25,47,0.01853306954544221
75,7000,7,0.2,True,30,40,0.018530133296204798
90,5000,5,0.25,True,30,38,0.018506855689619635
95,10000,7,0.11,True,25,50,0.01846000481373534
90,5000,2,0.15,True,30,38,0.018458515868092693
100,10000,2,0.2,True,25,48,0.018445144171095506
75,10000,2,0.11,True,30,46,0.018437421649218362
80,7000,2,0.15,True,30,43,0.018404763727020015
70,10000,2,0.11,True,30,44,0.018402220667674798
90,10000,2,0.2,True,25,51,0.018356910196401136
90,10000,7,0.11,True,25,51,0.018348102101471045
90,7000,5,0.15,True,25,48,0.01825434696471801
70,10000,2,0.3,True,30,44,0.018247215092380167
100,7000,2,0.3,True,25,49,0.01820432398548449
95,7000,5,0.15,True,25,49,0.018183096980063006
95,5000,5,0.2,True,30,39,0.018171407972935625
75,10000,5,0.2,True,30,45,0.01816003716924777
100,10000,5,0.2,True,25,50,0.01815200909497816
80,10000,5,0.15,True,30,46,0.018133063236329402
80,7000,5,0.3,True,30,45,0.01812560005990556
75,7000,2,0.2,True,30,42,0.018124527042429638
75,10000,2,0.2,True,30,42,0.01811459181125574
95,7000,7,0.25,True,25,51,0.018096354510168413
100,10000,2,0.25,True,25,46,0.01804209830232978
100,7000,2,0.25,True,25,44,0.018012240372137247
95,5000,7,0.15,True,30,40,0.017995611210813382
90,10000,5,0.11,True,25,51,0.01799254368357202
90,5000,10,0.15,True,30,41,0.01795380162549486
90,7000,10,0.15,True,30,41,0.01795380162549486
90,10000,10,0.15,True,30,41,0.01795380162549486
80,7000,10,0.15,True,30,41,0.01794736262260429
80,10000,10,0.15,True,30,41,0.01794736262260429
80,5000,10,0.15,True,30,41,0.01794736262260429
65,10000,2,0.25,True,30,44,0.017911058991450828
65,10000,5,0.15,True,30,41,0.017903134004047788
80,5000,2,0.3,True,30,38,0.017872832694015166
90,5000,7,0.3,True,30,39,0.01786923199307216
100,7000,7,0.3,True,25,50,0.017855969903748194
80,10000,2,0.25,True,30,46,0.017823245550424607
100,7000,2,0.2,True,25,53,0.017738444588241836
95,5000,2,0.15,True,30,40,0.01769152496602126
80,5000,10,0.2,True,30,40,0.017531466424332676
80,10000,10,0.2,True,30,40,0.017531466424332676
80,7000,10,0.2,True,30,40,0.017531466424332676
70,10000,5,0.2,True,30,45,0.01751843068127333
95,10000,2,0.11,True,25,56,0.017517563523157663
95,5000,7,0.3,True,30,41,0.017491657773970968
90,5000,2,0.25,True,30,40,0.017477454722177283
90,10000,2,0.25,True,25,48,0.017475209171612466
100,10000,5,0.15,True,25,55,0.017450808317555182
75,10000,2,0.3,True,30,44,0.017444995818973866
95,5000,5,0.15,True,30,36,0.01744066535093798
80,5000,7,0.3,True,30,40,0.017439398958286518
60,10000,2,0.2,True,30,39,0.017376581220016684
95,7000,5,0.25,True,30,36,0.01737069029056423
95,10000,2,0.2,True,25,50,0.01737005400181219
95,7000,2,0.15,True,25,47,0.017364790102564105
90,7000,5,0.25,True,30,42,0.017363996214798196
95,10000,5,0.11,True,25,47,0.017349682399434567
70,10000,7,0.15,True,30,41,0.017325940958641282
90,7000,2,0.11,True,30,45,0.017320149017711197
100,10000,7,0.15,True,25,49,0.01730019671138335
90,5000,10,0.25,True,30,38,0.017061139337518173
90,10000,10,0.25,True,30,38,0.017061139337518173
90,7000,10,0.25,True,30,38,0.017061139337518173
80,10000,2,0.11,True,30,39,0.0170367752791096
95,7000,5,0.2,True,30,39,0.017008908701582375
90,10000,7,0.3,True,30,39,0.01700536600753272
95,5000,2,0.2,True,30,39,0.01698343581621415
100,7000,5,0.15,True,25,50,0.016946302502272144
95,7000,7,0.11,True,30,40,0.016931181007101812
90,7000,5,0.11,True,30,43,0.016914370117327663
90,7000,2,0.25,True,30,39,0.016899851107174995
60,10000,2,0.15,True,30,39,0.016881727621758467
55,10000,5,0.11,True,30,38,0.016881572161914715
95,5000,5,0.3,True,30,37,0.016812171168939957
95,10000,2,0.25,True,25,54,0.016802393411481778
90,10000,2,0.3,True,30,44,0.01677017106914524
80,5000,5,0.3,True,30,41,0.01673826259014139
95,5000,2,0.25,True,30,39,0.016694793499594216
95,7000,2,0.2,True,30,37,0.01668676148781715
95,10000,5,0.25,True,30,41,0.016676395520396164
70,10000,5,0.15,True,30,42,0.016562536776084436
90,7000,2,0.15,True,30,45,0.016549414065724962
90,7000,7,0.3,True,30,36,0.016542684548560914
100,10000,2,0.11,True,25,50,0.016522758885460516
95,5000,10,0.3,True,30,37,0.016518277981141034
95,7000,10,0.3,True,30,37,0.016518277981141034
95,10000,10,0.3,True,30,37,0.016518277981141034
80,10000,2,0.3,True,30,44,0.016392729299173812
90,10000,5,0.2,True,30,45,0.01634100056335852
95,10000,7,0.2,True,25,47,0.016325366908182298
80,10000,7,0.25,True,30,41,0.016318243832914768
80,10000,7,0.3,True,30,40,0.016317613241377107
80,7000,7,0.15,True,30,43,0.016288033735729
100,5000,2,0.2,True,30,38,0.016259536020725357
75,10000,7,0.11,True,30,39,0.016243164594808363
80,10000,5,0.25,True,30,42,0.01620760912275491
95,7000,7,0.3,True,30,42,0.01610055355367616
80,7000,2,0.11,True,30,41,0.01609064294472235
95,7000,2,0.3,True,30,37,0.016089063775295186
100,5000,7,0.15,True,30,34,0.01606499449158237
95,10000,2,0.3,True,30,43,0.01604335734165963
100,5000,7,0.3,True,30,38,0.015962026199428023
90,5000,5,0.3,True,30,40,0.01592724821354336
95,5000,10,0.15,True,30,40,0.015870877104925643
95,7000,10,0.15,True,30,40,0.015870877104925643
95,10000,10,0.15,True,30,40,0.015870877104925643
100,10000,2,0.15,True,25,48,0.015860460108720196
90,10000,2,0.15,True,30,40,0.015803843176737702
75,10000,5,0.11,True,30,45,0.015776253695787737
100,5000,10,0.2,True,30,37,0.0157250633072192
100,10000,10,0.2,True,30,37,0.0157250633072192
100,7000,10,0.2,True,30,37,0.0157250633072192
95,5000,7,0.2,True,30,33,0.015558869530250851
100,5000,7,0.11,True,30,36,0.015557924814149053
100,10000,2,0.25,True,30,37,0.015552131677845065
100,5000,5,0.25,True,30,33,0.015535817839994793
90,7000,5,0.3,True,30,40,0.015528456074896804
80,10000,5,0.2,True,30,41,0.015505527179711336
100,10000,5,0.11,True,25,50,0.015488130167333391
100,5000,5,0.2,True,30,32,0.01547763900198019
90,7000,7,0.2,True,30,38,0.015446732975601913
90,10000,7,0.2,True,30,41,0.015366537123483346
90,7000,7,0.25,True,30,38,0.015337073748852148
100,10000,5,0.3,True,25,46,0.01533070149067033
90,10000,2,0.11,True,30,40,0.015298171896523969
90,10000,7,0.25,True,30,35,0.015249622781369675
90,10000,5,0.15,True,30,41,0.015104599452640482
100,10000,7,0.3,True,30,36,0.015029551068855878
100,10000,10,0.25,True,30,31,0.014988556929076129
100,7000,10,0.25,True,30,31,0.014988556929076129
100,5000,10,0.25,True,30,31,0.014988556929076129
100,7000,2,0.15,True,30,38,0.014963163415269237
80,10000,5,0.11,True,30,39,0.014959397606877775
100,7000,5,0.25,True,30,39,0.014910522331330084
95,7000,10,0.11,True,30,36,0.014862506505809673
95,10000,10,0.11,True,30,36,0.014862506505809673
95,5000,10,0.11,True,30,36,0.014862506505809673
100,5000,5,0.11,True,30,38,0.01483594590611566
95,10000,7,0.25,True,30,37,0.014792852621359723
95,7000,7,0.2,True,30,38,0.014757074629045625
100,5000,7,0.2,True,30,39,0.014736669414550208
100,5000,10,0.15,True,30,37,0.01469380007344282
100,10000,10,0.15,True,30,37,0.01469380007344282
100,7000,10,0.15,True,30,37,0.01469380007344282
100,7000,10,0.11,True,30,37,0.01462932124666354
100,10000,10,0.11,True,30,37,0.01462932124666354
100,5000,10,0.11,True,30,37,0.01462932124666354
90,7000,2,0.2,True,30,39,0.014611079265531738
95,5000,5,0.25,True,30,36,0.014606346718153172
100,7000,5,0.2,True,30,38,0.014529398409521055
90,10000,5,0.3,True,30,41,0.014527803745873598
95,7000,5,0.15,True,30,39,0.014512313588049105
90,10000,7,0.15,True,30,37,0.014429454506356501
95,7000,2,0.25,True,30,38,0.014374012148394975
95,5000,7,0.25,True,30,33,0.01430601892765999
95,7000,2,0.15,True,30,38,0.014260634390949047
95,7000,7,0.15,True,30,36,0.014188193321213948
90,10000,2,0.2,True,30,43,0.014181469865928137
95,5000,2,0.3,True,30,36,0.014109080455370373
95,5000,5,0.11,True,30,33,0.01409559999665651
100,7000,5,0.11,True,30,36,0.0140164232343737
95,10000,2,0.15,True,30,41,0.013999019642435018
90,10000,5,0.11,True,30,36,0.013918294480699993
100,10000,2,0.2,True,30,37,0.013874198055543676
95,10000,2,0.2,True,30,38,0.01383874891150465
100,10000,5,0.25,True,30,38,0.013836058736551159
100,7000,7,0.11,True,30,36,0.013806462616448537
90,7000,5,0.15,True,30,35,0.013767998860014246
100,5000,7,0.25,True,30,35,0.013757528125912862
100,5000,2,0.11,True,30,33,0.01372704275438032
95,7000,5,0.3,True,30,36,0.01359796266504346
100,5000,2,0.15,True,30,37,0.013590103746359904
95,10000,5,0.11,True,30,36,0.013548634265229348
95,10000,7,0.3,True,30,36,0.013497288707310005
95,7000,2,0.11,True,30,36,0.013495720762665605
90,10000,5,0.25,True,30,36,0.01349008201425655
95,10000,7,0.11,True,30,38,0.013444748008483172
100,5000,5,0.15,True,30,34,0.013408172468011494
100,7000,5,0.15,True,30,40,0.013390571106076237
100,7000,7,0.25,True,30,36,0.013328712887492255
95,7000,5,0.11,True,30,36,0.013206759881673394
100,10000,7,0.25,True,30,35,0.013166660433793255
100,7000,7,0.15,True,30,38,0.013108132135314905
100,5000,2,0.3,True,30,36,0.01309816856011243
90,7000,7,0.11,True,30,41,0.013006112963933824
100,7000,7,0.2,True,30,33,0.012950941893515876
100,7000,5,0.3,True,30,35,0.012949554997617501
100,7000,10,0.3,True,30,35,0.012803598486782943
100,5000,10,0.3,True,30,35,0.012803598486782943
100,10000,10,0.3,True,30,35,0.012803598486782943
95,10000,5,0.3,True,30,39,0.01274792913591925
100,5000,2,0.25,True,30,39,0.012646890805135131
90,10000,7,0.11,True,30,35,0.012552198247529544
90,10000,2,0.25,True,30,39,0.01249499937034563
95,10000,7,0.15,True,30,41,0.012448279037814081
