n_clusters,max_features,min_df,max_df,merge_small,min_cluster_size,n_clusters_final,silhouette
60,7000,10,0.3,True,15,58,0.02962071015568251
80,7000,7,0.3,True,15,69,0.029611484444654758
65,10000,7,0.15,True,15,62,0.029601391440658237
75,7000,2,0.25,True,20,68,0.029596815269261986
60,10000,10,0.25,True,15,57,0.02957437734343897
60,5000,10,0.25,True,15,57,0.02957437734343897
60,7000,10,0.25,True,15,57,0.02957437734343897
70,10000,7,0.15,True,15,67,0.029553248327793987
65,5000,2,0.2,True,15,60,0.02955043542181629
75,7000,7,0.11,True,20,64,0.029548265998825967
65,7000,7,0.11,True,15,62,0.029542133020545838
60,5000,2,0.25,True,25,54,0.029535567231032886
100,10000,10,0.25,True,20,71,0.029525066725814546
100,5000,10,0.25,True,20,71,0.029525066725814546
100,7000,10,0.25,True,20,71,0.029525066725814546
70,7000,7,0.11,True,20,64,0.029510881661139615
75,7000,2,0.15,True,15,69,0.029507011024902777
55,5000,5,0.15,True,15,54,0.029498580049647043
70,10000,7,0.11,True,15,66,0.029498343598056365
75,7000,5,0.3,True,20,65,0.029485111940456336
65,7000,5,0.3,True,20,60,0.029482276906761085
95,5000,2,0.2,True,20,70,0.0294796066012938
55,5000,7,0.11,True,15,52,0.02946849568444079
65,5000,5,0.11,True,20,55,0.0294656828862175
65,5000,7,0.3,True,25,52,0.02945738319830006
75,10000,7,0.15,True,15,66,0.0294447045397386
70,7000,2,0.15,True,15,63,0.029444239938181377
75,5000,5,0.3,True,20,64,0.029429866682677188
100,10000,7,0.11,True,15,83,0.029415155229156602
80,7000,2,0.25,True,20,66,0.02940035892721471
65,10000,10,0.15,True,20,60,0.029397930171077363
65,5000,10,0.15,True,20,60,0.029397930171077363
65,7000,10,0.15,True,20,60,0.029397930171077363
70,10000,10,0.15,True,20,57,0.029391485642023457
70,7000,10,0.15,True,20,57,0.029391485642023457
70,5000,10,0.15,True,20,57,0.029391485642023457
90,7000,5,0.15,True,15,79,0.029365202492401515
90,7000,10,0.15,True,20,69,0.029363327187282504
90,5000,10,0.15,True,20,69,0.029363327187282504
90,10000,10,0.15,True,20,69,0.029363327187282504
55,7000,2,0.2,True,15,53,0.02934796478207019
60,5000,7,0.15,True,20,51,0.029337912832710363
75,7000,2,0.11,True,15,67,0.02933595969717932
90,5000,7,0.11,True,20,68,0.029331516737722097
100,10000,2,0.15,True,15,87,0.02931883192191493
65,7000,10,0.11,True,20,56,0.029317579222057747
65,10000,10,0.11,True,20,56,0.029317579222057747
65,5000,10,0.11,True,20,56,0.029317579222057747
75,7000,5,0.2,True,15,68,0.029307998078302307
90,10000,5,0.11,True,15,78,0.02930711283531128
65,7000,5,0.25,True,20,62,0.029305773285334586
60,5000,5,0.2,True,20,53,0.029292825563497566
80,10000,5,0.25,True,15,72,0.029284119612443083
55,7000,10,0.25,True,20,51,0.029261679874494934
55,10000,10,0.25,True,20,51,0.029261679874494934
55,5000,10,0.25,True,20,51,0.029261679874494934
60,5000,10,0.11,True,25,52,0.02925372882915411
60,7000,10,0.11,True,25,52,0.02925372882915411
60,10000,10,0.11,True,25,52,0.02925372882915411
70,5000,7,0.25,True,20,60,0.02924507232212749
75,5000,7,0.25,True,20,60,0.029241153430594632
60,7000,5,0.15,True,15,57,0.029237219714599236
60,7000,5,0.15,True,20,57,0.029237219714599236
80,7000,5,0.2,True,20,64,0.02922679090091519
75,10000,2,0.2,True,15,69,0.029223866484002995
65,5000,2,0.3,True,20,58,0.029216788007450263
90,5000,2,0.2,True,20,64,0.02920904579896462
80,5000,2,0.2,True,25,59,0.029192215465979006
65,5000,5,0.25,True,25,54,0.029192085888319466
100,10000,7,0.3,True,15,84,0.029191825942906483
90,10000,2,0.25,True,15,83,0.029188464642666192
65,10000,7,0.3,True,15,61,0.029177136545214827
60,7000,7,0.11,True,20,56,0.029164284334766206
90,7000,7,0.15,True,20,69,0.029153443098148327
90,7000,5,0.11,True,20,70,0.029120212951301485
60,5000,2,0.11,True,25,52,0.029119529983645823
90,10000,10,0.2,True,20,70,0.029112310392407355
90,7000,10,0.2,True,20,70,0.029112310392407355
90,5000,10,0.2,True,20,70,0.029112310392407355
95,5000,5,0.11,True,20,69,0.029107362253713465
55,5000,2,0.2,True,20,53,0.029103042697373217
55,5000,5,0.2,True,20,53,0.02909896160943823
55,5000,5,0.2,True,15,53,0.02909896160943823
65,7000,7,0.15,True,15,60,0.029094832871362865
70,5000,2,0.3,True,25,53,0.029089776407657215
55,5000,7,0.25,True,15,53,0.029087778928159017
75,7000,2,0.3,True,15,70,0.029078037474555358
70,7000,7,0.2,True,20,63,0.02907068831389065
70,7000,7,0.2,True,15,65,0.029056866605135883
70,10000,7,0.25,True,15,65,0.02905515354763592
65,5000,2,0.11,True,20,57,0.029046457552282363
60,5000,10,0.25,True,20,56,0.029044201707654947
60,7000,10,0.25,True,20,56,0.029044201707654947
60,10000,10,0.25,True,20,56,0.029044201707654947
100,5000,5,0.2,True,20,69,0.029043526044637086
95,7000,5,0.2,True,20,68,0.029035944635509018
90,10000,2,0.15,True,15,79,0.029035057737565362
90,5000,7,0.3,True,20,63,0.029032715188013397
60,5000,2,0.3,True,20,56,0.029029695990690822
65,7000,5,0.11,True,15,59,0.02901928650281229
75,10000,2,0.11,True,15,71,0.02901226479504442
75,7000,2,0.2,True,15,67,0.029006521958396994
80,7000,2,0.2,True,15,75,0.02897567866678736
60,7000,7,0.3,True,15,55,0.02896729002051462
80,5000,2,0.25,True,20,66,0.028965731205557312
70,7000,5,0.2,True,15,66,0.02896262124726968
65,5000,2,0.15,True,20,55,0.02892049786463953
100,5000,2,0.15,True,20,70,0.028918083153487706
90,5000,2,0.15,True,20,68,0.02890826494551619
55,10000,10,0.3,True,15,54,0.028885470319053034
55,7000,10,0.3,True,15,54,0.028885470319053034
55,5000,10,0.3,True,15,54,0.028885470319053034
70,7000,5,0.25,True,15,64,0.0288844753791119
100,7000,7,0.2,True,15,81,0.028868368625176995
95,10000,7,0.15,True,15,81,0.028864382783123713
65,7000,10,0.3,True,20,57,0.028859516751847017
65,10000,10,0.3,True,20,57,0.028859516751847017
65,5000,10,0.3,True,20,57,0.028859516751847017
90,10000,5,0.3,True,15,79,0.0288413198493862
80,7000,5,0.15,True,20,65,0.02883159186179206
55,7000,7,0.25,True,15,54,0.028831318614297864
55,5000,7,0.3,True,25,51,0.028830155118876852
90,10000,5,0.15,True,15,78,0.02881002248019213
70,10000,5,0.3,True,15,63,0.028789202717549013
90,7000,5,0.3,True,20,71,0.028782821380446993
55,7000,7,0.3,True,15,53,0.028780651797580055
55,7000,7,0.3,True,20,53,0.028780651797580055
75,7000,5,0.11,True,15,68,0.028777492497076083
55,10000,10,0.2,True,25,49,0.028771045251033068
55,7000,10,0.2,True,25,49,0.028771045251033068
55,5000,10,0.2,True,25,49,0.028771045251033068
90,10000,2,0.11,True,15,79,0.028764554426897484
95,5000,10,0.11,True,20,72,0.028753457800632144
95,10000,10,0.11,True,20,72,0.028753457800632144
95,7000,10,0.11,True,20,72,0.028753457800632144
70,5000,7,0.2,True,20,61,0.028750943542493582
80,5000,10,0.2,True,20,66,0.028749821899672075
80,7000,10,0.2,True,20,66,0.028749821899672075
80,10000,10,0.2,True,20,66,0.028749821899672075
95,10000,5,0.25,True,15,81,0.028741758973173583
100,7000,5,0.3,True,20,74,0.028738007413801163
70,10000,7,0.3,True,15,66,0.028736464864523806
55,5000,7,0.2,True,20,51,0.028727435904761615
55,5000,7,0.2,True,15,52,0.028721420666721405
95,10000,2,0.2,True,15,82,0.028719938949193523
90,10000,5,0.2,True,15,83,0.02870823887028501
55,5000,5,0.25,True,25,50,0.028692523926188984
75,10000,7,0.2,True,20,64,0.028691630571953973
70,7000,7,0.25,True,20,60,0.028689828573429922
55,5000,7,0.11,True,20,51,0.02868771486099083
75,7000,5,0.15,True,20,62,0.028686497298362357
65,7000,7,0.3,True,15,61,0.028675139301620394
65,5000,7,0.2,True,25,52,0.028674163643133615
65,7000,7,0.25,True,20,55,0.028668543810375903
60,5000,5,0.2,True,25,52,0.02866291419398487
55,7000,5,0.3,True,20,53,0.028657434324954312
65,5000,2,0.3,True,25,53,0.0286412874004426
75,10000,7,0.3,True,15,68,0.02863413411874625
55,5000,5,0.15,True,20,52,0.02862847602434554
75,5000,7,0.15,True,25,56,0.028627614087245238
55,7000,5,0.25,True,15,54,0.02862497094673616
60,7000,7,0.3,True,20,54,0.028615782811100825
60,5000,7,0.25,True,20,55,0.028613123122241582
70,10000,10,0.15,True,25,54,0.02860842124711038
70,5000,10,0.15,True,25,54,0.02860842124711038
70,7000,10,0.15,True,25,54,0.02860842124711038
75,5000,2,0.25,True,25,54,0.028607967511160532
65,7000,2,0.11,True,15,60,0.028565097058135626
75,7000,2,0.2,True,20,65,0.02856455319916541
95,10000,5,0.2,True,15,80,0.02856101598792634
55,5000,10,0.3,True,20,52,0.02855676750259357
55,10000,10,0.3,True,20,52,0.02855676750259357
55,7000,10,0.3,True,20,52,0.02855676750259357
70,7000,2,0.11,True,20,61,0.028552758512852258
90,10000,7,0.25,True,20,71,0.028546863574664853
70,5000,5,0.2,True,25,56,0.028540707887636504
65,5000,10,0.2,True,20,57,0.028534644098390214
65,7000,10,0.2,True,20,57,0.028534644098390214
65,10000,10,0.2,True,20,57,0.028534644098390214
65,7000,5,0.2,True,15,60,0.028520619140937443
55,5000,7,0.25,True,20,51,0.028519118553059386
95,10000,2,0.15,True,15,81,0.028508444535867105
55,5000,2,0.25,True,15,52,0.028504614836356672
95,5000,2,0.15,True,20,62,0.02849549348715241
90,10000,10,0.3,True,20,69,0.028494744385677517
90,5000,10,0.3,True,20,69,0.028494744385677517
90,7000,10,0.3,True,20,69,0.028494744385677517
75,10000,2,0.3,True,15,69,0.028494098271894235
75,5000,2,0.11,True,20,62,0.02848920911148543
70,10000,7,0.2,True,15,64,0.028488432363977526
100,7000,5,0.25,True,20,71,0.02848808150688759
80,10000,5,0.3,True,15,71,0.028486054929121703
100,5000,7,0.2,True,20,70,0.02846753205196371
75,10000,5,0.3,True,15,67,0.028465167180340974
70,5000,5,0.11,True,20,58,0.02846222187562171
100,10000,10,0.2,True,20,68,0.028437304048167533
100,5000,10,0.2,True,20,68,0.028437304048167533
100,7000,10,0.2,True,20,68,0.028437304048167533
70,5000,2,0.15,True,20,59,0.028433993910025143
95,7000,7,0.11,True,20,67,0.028431581345486477
60,10000,10,0.3,True,20,55,0.028414630120820277
60,7000,10,0.3,True,20,55,0.028414630120820277
60,5000,10,0.3,True,20,55,0.028414630120820277
65,5000,2,0.25,True,25,55,0.02841058240439229
75,5000,10,0.3,True,20,62,0.028405601190240527
75,7000,10,0.3,True,20,62,0.028405601190240527
75,10000,10,0.3,True,20,62,0.028405601190240527
65,5000,5,0.3,True,25,50,0.028380539917632806
90,5000,5,0.15,True,20,67,0.028377704006048776
60,10000,7,0.3,True,15,57,0.028364045120004355
80,10000,7,0.2,True,20,65,0.02835738855346844
65,7000,2,0.25,True,20,60,0.028340345911140135
90,7000,2,0.25,True,20,69,0.028325723643323877
70,7000,5,0.15,True,20,61,0.028319690687306522
80,7000,2,0.2,True,20,69,0.02831587326982639
90,7000,10,0.11,True,20,64,0.02830936241049258
90,5000,10,0.11,True,20,64,0.02830936241049258
90,10000,10,0.11,True,20,64,0.02830936241049258
65,5000,5,0.15,True,25,54,0.02827169532018102
75,5000,2,0.15,True,20,64,0.02825908629637005
60,7000,5,0.3,True,15,57,0.028248371500719186
75,10000,5,0.2,True,15,69,0.02822318707607775
70,5000,5,0.25,True,25,56,0.028221303708976117
60,5000,5,0.15,True,25,50,0.0282096417643641
60,5000,5,0.11,True,20,51,0.02818338476553007
55,7000,7,0.15,True,15,54,0.028163733615600962
65,10000,5,0.25,True,15,62,0.028162397364716787
80,7000,2,0.11,True,20,66,0.02816074389184083
65,7000,2,0.3,True,15,60,0.02815582901406858
70,7000,2,0.2,True,15,62,0.028155176295732984
100,10000,5,0.15,True,15,83,0.028154890561611697
60,7000,2,0.2,True,15,57,0.028154441165807356
60,7000,2,0.15,True,15,56,0.028151506273014326
65,5000,7,0.25,True,25,52,0.028147325882129544
70,10000,7,0.11,True,20,61,0.028142651292944715
75,5000,7,0.2,True,20,62,0.028138726589930406
55,5000,2,0.15,True,15,54,0.02813276733949503
55,5000,10,0.11,True,15,52,0.028122430458068875
55,10000,10,0.11,True,15,52,0.028122430458068875
55,7000,10,0.11,True,15,52,0.028122430458068875
80,7000,5,0.11,True,20,65,0.028117751530476565
70,10000,7,0.3,True,20,63,0.02811269312208205
65,5000,2,0.2,True,20,56,0.02810430003691447
65,5000,7,0.11,True,25,52,0.02809938094058622
75,10000,7,0.15,True,20,62,0.02809456774551039
65,7000,7,0.15,True,20,58,0.028093721804253867
75,5000,7,0.3,True,25,59,0.02809319742617077
70,10000,2,0.25,True,15,67,0.02807845680061699
100,7000,7,0.15,True,20,68,0.02807644020314989
55,5000,7,0.25,True,25,50,0.028075702839551395
60,10000,10,0.2,True,25,52,0.028044292179415013
60,5000,10,0.2,True,25,52,0.028044292179415013
60,7000,10,0.2,True,25,52,0.028044292179415013
75,5000,2,0.3,True,25,57,0.028038966036271942
60,5000,10,0.15,True,25,50,0.028030498697914588
60,7000,10,0.15,True,25,50,0.028030498697914588
60,10000,10,0.15,True,25,50,0.028030498697914588
70,10000,7,0.15,True,20,61,0.0280180649155202
60,5000,7,0.2,True,25,53,0.028017440293177338
65,10000,7,0.15,True,20,59,0.02801319992342618
80,7000,5,0.25,True,15,71,0.02801277642833218
60,10000,7,0.2,True,20,56,0.028012354399369707
65,10000,7,0.25,True,20,58,0.02800292003046438
55,5000,2,0.3,True,25,49,0.02799915543101287
55,7000,7,0.25,True,20,51,0.027997826274421198
55,7000,7,0.25,True,25,51,0.027997826274421198
65,7000,7,0.3,True,20,59,0.027971026439272302
60,7000,10,0.3,True,25,52,0.02796101737710379
60,10000,10,0.3,True,25,52,0.02796101737710379
60,5000,10,0.3,True,25,52,0.02796101737710379
100,10000,5,0.25,True,15,83,0.027953830141208204
95,5000,5,0.3,True,20,65,0.027948412734702482
90,7000,2,0.2,True,15,74,0.02794351574153077
55,5000,5,0.11,True,30,46,0.027937453324802106
80,10000,2,0.2,True,15,73,0.027921969892694
95,7000,5,0.11,True,20,72,0.02790561478876843
70,10000,5,0.3,True,20,61,0.027904583310506933
95,10000,5,0.11,True,15,82,0.027902808939262096
55,5000,10,0.25,True,25,50,0.02790109353475639
55,7000,10,0.25,True,25,50,0.02790109353475639
55,10000,10,0.25,True,25,50,0.02790109353475639
70,10000,2,0.11,True,15,66,0.027891858459048877
60,10000,7,0.11,True,15,59,0.02789032297816865
100,10000,2,0.3,True,15,80,0.027886963093225425
100,5000,2,0.3,True,20,68,0.027867900517064986
65,7000,2,0.15,True,15,60,0.027861124317104052
60,5000,5,0.25,True,20,51,0.027858666195401362
55,5000,10,0.15,True,20,50,0.02784051845815318
55,7000,10,0.15,True,20,50,0.02784051845815318
55,10000,10,0.15,True,20,50,0.02784051845815318
60,5000,7,0.3,True,25,50,0.02783786215547163
65,10000,10,0.3,True,25,55,0.02783209705966478
65,5000,10,0.3,True,25,55,0.02783209705966478
65,7000,10,0.3,True,25,55,0.02783209705966478
90,5000,5,0.25,True,20,61,0.027831202375736105
80,7000,2,0.3,True,20,66,0.02781804808016745
55,5000,5,0.3,True,30,44,0.027803639270537098
75,7000,5,0.2,True,20,63,0.02779889668588715
55,5000,2,0.15,True,20,52,0.027798623151442763
55,5000,2,0.15,True,25,52,0.027798623151442763
65,5000,5,0.2,True,25,50,0.027795846465479803
60,5000,2,0.3,True,25,51,0.027793399242708534
80,7000,5,0.2,True,25,62,0.02777814466130996
55,5000,2,0.11,True,15,51,0.027776417537943698
70,7000,5,0.25,True,20,61,0.027776280964908334
80,7000,7,0.15,True,20,68,0.027767018355484414
60,5000,5,0.3,True,25,52,0.02775989777884817
80,10000,2,0.11,True,15,65,0.027749577320442153
70,5000,2,0.11,True,25,55,0.02774101584036357
55,7000,2,0.25,True,20,52,0.027730039324423753
55,7000,2,0.25,True,15,52,0.027730039324423753
95,5000,7,0.15,True,25,56,0.0277138136533963
60,7000,7,0.2,True,15,58,0.027712646764439026
70,5000,2,0.2,True,25,56,0.027687522647181047
75,10000,7,0.11,True,20,66,0.027683943235189343
55,5000,5,0.2,True,25,50,0.027669595856939865
70,5000,7,0.3,True,20,61,0.027667794344359318
65,10000,5,0.15,True,15,62,0.02766003076069054
65,10000,2,0.2,True,15,63,0.027637289131299935
65,10000,10,0.15,True,25,52,0.02763335462033947
65,5000,10,0.15,True,25,52,0.02763335462033947
65,7000,10,0.15,True,25,52,0.02763335462033947
75,7000,7,0.25,True,20,64,0.02762360806177964
100,10000,5,0.3,True,15,80,0.02761717613680541
65,5000,7,0.15,True,25,53,0.02758748002416516
55,5000,2,0.25,True,20,50,0.027583243287246633
65,7000,7,0.11,True,20,59,0.027580599592880596
75,7000,2,0.3,True,20,66,0.027566490514248178
60,5000,2,0.11,True,30,46,0.027560458853784928
90,10000,5,0.25,True,15,76,0.027553494327427142
90,5000,2,0.25,True,20,64,0.027552208619055406
60,7000,2,0.3,True,15,58,0.02754428742921964
65,7000,5,0.15,True,20,59,0.02754273776256623
75,10000,2,0.15,True,15,68,0.027540171820292177
70,7000,7,0.15,True,15,64,0.027539465281559084
90,10000,2,0.3,True,15,80,0.027536498687714916
95,7000,7,0.25,True,20,71,0.027534397073127444
55,5000,7,0.2,True,25,47,0.027502652566106425
70,7000,7,0.11,True,25,58,0.02746904792121481
90,7000,2,0.3,True,20,70,0.027465055423671638
100,10000,5,0.2,True,15,82,0.02746413499153388
70,10000,5,0.11,True,15,66,0.027464099696547933
55,5000,2,0.2,True,25,48,0.02746122677262054
70,5000,10,0.2,True,25,50,0.027460570265978534
70,7000,10,0.2,True,25,50,0.027460570265978534
70,10000,10,0.2,True,25,50,0.027460570265978534
80,10000,2,0.2,True,20,68,0.027460323470817127
80,5000,5,0.15,True,25,55,0.02744653572727208
60,7000,2,0.2,True,20,55,0.02744107932438274
95,10000,7,0.25,True,20,67,0.02743111687747736
60,10000,7,0.3,True,20,56,0.02741509718815338
70,7000,2,0.15,True,20,60,0.027410820273054227
65,7000,5,0.11,True,20,57,0.027394826427993384
65,5000,5,0.11,True,25,50,0.027391648311275413
60,7000,7,0.25,True,15,54,0.02738919842397963
60,7000,2,0.3,True,20,57,0.02738776590025294
70,7000,5,0.11,True,25,57,0.027382978005846294
55,10000,7,0.15,True,15,52,0.027370497268508206
75,5000,10,0.25,True,25,57,0.02736810438274745
75,10000,10,0.25,True,25,57,0.02736810438274745
75,7000,10,0.25,True,25,57,0.02736810438274745
70,5000,7,0.11,True,25,54,0.027356590841758732
60,7000,7,0.2,True,20,56,0.027353361964995052
75,10000,7,0.25,True,20,63,0.02734873642332573
80,10000,10,0.25,True,25,58,0.02734186969845696
80,7000,10,0.25,True,25,58,0.02734186969845696
80,5000,10,0.25,True,25,58,0.02734186969845696
75,10000,2,0.25,True,15,70,0.027336390654627937
80,5000,10,0.15,True,25,57,0.027333746209587218
80,10000,10,0.15,True,25,57,0.027333746209587218
80,7000,10,0.15,True,25,57,0.027333746209587218
55,7000,5,0.11,True,15,52,0.02733004297807047
60,5000,5,0.2,True,30,49,0.02732525357300267
60,5000,7,0.15,True,25,48,0.02731470059046192
60,5000,7,0.11,True,20,51,0.02731323420857818
55,7000,2,0.2,True,20,49,0.02729950986749045
65,10000,7,0.2,True,15,61,0.02729572889967505
80,7000,2,0.15,True,20,67,0.027294490129370068
80,7000,10,0.3,True,25,57,0.02729042834154516
80,10000,10,0.3,True,25,57,0.02729042834154516
80,5000,10,0.3,True,25,57,0.02729042834154516
55,7000,7,0.11,True,20,51,0.027280508658181372
75,7000,7,0.2,True,20,61,0.027279345259002614
95,7000,5,0.25,True,20,68,0.027277654189301104
80,10000,5,0.2,True,15,67,0.027271792054875177
70,10000,2,0.3,True,15,66,0.027254778072827383
55,5000,5,0.25,True,30,46,0.027254560776788665
60,5000,2,0.25,True,30,48,0.027250908658064753
70,5000,7,0.25,True,25,52,0.0272479268798134
60,5000,5,0.15,True,30,46,0.027238377457351057
95,10000,2,0.25,True,15,81,0.027237883481137988
70,7000,5,0.3,True,20,62,0.027233094545075606
80,5000,5,0.2,True,25,58,0.027226481083075446
90,7000,2,0.15,True,20,67,0.02721942309167202
100,5000,2,0.25,True,20,69,0.027211989034960162
75,10000,2,0.3,True,20,66,0.027191102648826487
90,10000,7,0.2,True,20,69,0.02719103453298064
90,7000,7,0.2,True,20,70,0.027174171096985052
65,5000,2,0.11,True,25,52,0.027171975285042022
65,5000,5,0.3,True,30,44,0.02716904964053502
100,7000,5,0.11,True,20,71,0.027141174502991316
100,10000,2,0.25,True,15,81,0.027134926742052534
100,10000,7,0.15,True,20,72,0.027130372288909726
90,10000,7,0.11,True,20,70,0.027127667195766314
55,10000,5,0.2,True,15,53,0.02711624106763811
90,10000,7,0.3,True,20,67,0.02711425463251891
55,5000,5,0.2,True,30,48,0.027114190395400157
80,10000,2,0.3,True,15,69,0.027112835660040396
60,10000,7,0.25,True,20,55,0.027095029183222305
60,7000,2,0.11,True,20,56,0.027074684589488408
90,10000,2,0.2,True,15,75,0.02706889547620005
90,5000,2,0.15,True,25,58,0.027067189664040973
90,7000,5,0.2,True,20,66,0.027064901333886643
60,7000,7,0.3,True,25,50,0.02706165840029249
55,7000,5,0.15,True,20,50,0.027046187900355064
65,7000,2,0.15,True,20,57,0.027037718751062832
80,10000,5,0.3,True,20,66,0.02703340681879642
80,10000,2,0.25,True,15,70,0.027025969951615107
70,5000,7,0.2,True,25,58,0.027024467863228808
75,7000,5,0.11,True,20,61,0.02702217322064614
80,7000,7,0.3,True,20,65,0.027017767588805395
55,7000,2,0.3,True,15,54,0.027017198909018502
60,10000,7,0.15,True,15,55,0.027012557219371194
60,10000,2,0.15,True,20,57,0.027010359608895675
70,5000,5,0.15,True,25,52,0.027008384663510066
75,7000,7,0.15,True,20,58,0.027004129801916073
95,7000,2,0.2,True,20,65,0.026998850703514092
60,10000,2,0.15,True,15,59,0.026997020235520378
55,7000,7,0.11,True,25,50,0.026983469924451768
65,7000,10,0.3,True,30,54,0.026973109436393132
65,10000,10,0.3,True,30,54,0.026973109436393132
65,5000,10,0.3,True,30,54,0.026973109436393132
70,10000,7,0.2,True,20,60,0.026954606308827303
60,7000,5,0.25,True,20,54,0.02694521927287331
60,7000,2,0.11,True,15,57,0.026942379967891915
70,5000,5,0.3,True,20,57,0.026940804386784215
60,10000,7,0.2,True,25,54,0.026931184692758754
65,5000,10,0.11,True,25,51,0.026929892633203504
65,10000,10,0.11,True,25,51,0.026929892633203504
65,7000,10,0.11,True,25,51,0.026929892633203504
55,7000,7,0.11,True,15,52,0.026918968334422987
60,10000,7,0.25,True,15,56,0.026915351072996425
65,10000,7,0.11,True,15,60,0.026908253721191315
100,5000,7,0.3,True,20,67,0.02690283876183784
75,5000,7,0.11,True,25,51,0.02690239040802187
80,10000,7,0.15,True,20,65,0.02690081582529715
70,7000,10,0.25,True,25,55,0.02689758297356797
70,10000,10,0.25,True,25,55,0.02689758297356797
70,5000,10,0.25,True,25,55,0.02689758297356797
65,10000,5,0.3,True,15,61,0.026897199780572197
55,5000,7,0.11,True,25,46,0.02689613573231812
75,5000,5,0.3,True,25,56,0.026892281307189934
90,10000,7,0.15,True,20,66,0.02687709134374835
100,7000,7,0.25,True,20,69,0.02686722206641571
60,7000,2,0.25,True,20,56,0.026865072733217518
60,5000,5,0.11,True,25,49,0.026857865952533276
100,10000,7,0.25,True,20,67,0.02684946291128809
100,5000,7,0.25,True,25,61,0.02683738943911992
70,7000,2,0.25,True,20,60,0.026828394407643737
65,7000,2,0.11,True,20,55,0.02682452142238664
80,7000,7,0.2,True,20,66,0.0268213397639422
95,7000,5,0.3,True,20,70,0.02681785215031259
70,7000,5,0.2,True,20,60,0.026815437131351472
70,10000,5,0.3,True,25,58,0.02681400225180399
60,7000,7,0.25,True,20,52,0.026808900163918074
75,10000,5,0.25,True,15,66,0.026804739912169053
80,5000,7,0.11,True,25,52,0.026774003659469137
75,5000,5,0.2,True,25,55,0.026771189014804835
80,5000,2,0.15,True,25,57,0.02676725089207089
60,10000,5,0.3,True,15,57,0.026764259049804878
55,7000,5,0.2,True,20,51,0.026762460606428343
55,7000,5,0.2,True,25,51,0.026762460606428343
55,5000,10,0.3,True,25,49,0.026757710984588772
55,10000,10,0.3,True,25,49,0.026757710984588772
55,7000,10,0.3,True,25,49,0.026757710984588772
70,10000,2,0.25,True,20,64,0.02675716999757455
95,5000,10,0.2,True,25,59,0.026749739091555126
95,10000,10,0.2,True,25,59,0.026749739091555126
95,7000,10,0.2,True,25,59,0.026749739091555126
55,7000,2,0.25,True,25,49,0.026741828836410523
100,7000,2,0.3,True,20,70,0.026731540818079772
100,10000,5,0.11,True,15,82,0.026727868547154515
55,10000,7,0.3,True,15,53,0.026727505123109237
55,7000,5,0.2,True,15,52,0.026717038414329437
95,10000,5,0.15,True,15,78,0.026716452391854714
55,5000,5,0.15,True,25,46,0.026695722718700302
55,10000,5,0.3,True,15,53,0.026690838158297193
65,7000,10,0.25,True,25,52,0.026674611348168134
65,5000,10,0.25,True,25,52,0.026674611348168134
65,10000,10,0.25,True,25,52,0.026674611348168134
75,10000,5,0.3,True,20,61,0.026669184764333675
90,7000,5,0.25,True,20,64,0.02666887695766122
80,5000,7,0.25,True,25,55,0.026660896539336506
80,7000,5,0.25,True,20,65,0.026654503341396057
65,10000,2,0.25,True,15,62,0.02664370794853789
60,5000,7,0.11,True,25,47,0.026630483741244246
75,10000,5,0.25,True,20,65,0.02662984407939441
60,10000,7,0.3,True,25,54,0.026611986421698677
70,5000,10,0.11,True,25,53,0.026611496379797147
70,10000,10,0.11,True,25,53,0.026611496379797147
70,7000,10,0.11,True,25,53,0.026611496379797147
55,7000,5,0.11,True,20,50,0.02660443558924733
60,5000,7,0.25,True,25,49,0.026601289870478106
55,10000,7,0.2,True,15,53,0.026599827683528608
55,10000,7,0.2,True,20,53,0.026599827683528608
80,5000,2,0.11,True,25,55,0.026576613081140905
90,7000,7,0.3,True,20,62,0.02657414997824532
60,10000,2,0.2,True,15,58,0.026573176118105803
90,7000,7,0.11,True,20,71,0.026566867550785418
100,7000,2,0.11,True,20,69,0.02656358685360905
90,7000,2,0.11,True,20,68,0.026562192408217066
75,10000,7,0.3,True,20,61,0.026545928421781537
80,10000,2,0.15,True,15,71,0.026544201878427737
65,10000,5,0.11,True,15,60,0.02654313681115997
95,5000,10,0.25,True,25,59,0.02654050999523662
95,7000,10,0.25,True,25,59,0.02654050999523662
95,10000,10,0.25,True,25,59,0.02654050999523662
65,7000,10,0.2,True,25,53,0.026529130358194236
65,10000,10,0.2,True,25,53,0.026529130358194236
65,5000,10,0.2,True,25,53,0.026529130358194236
70,5000,5,0.3,True,25,53,0.02652741360585062
65,7000,5,0.2,True,20,56,0.026525999804594136
60,10000,5,0.25,True,20,56,0.026520544891903412
60,10000,5,0.25,True,15,56,0.026520544891903412
75,10000,5,0.15,True,15,64,0.026506770264890903
100,7000,7,0.11,True,20,67,0.02650029719990243
75,10000,5,0.11,True,15,69,0.026493251157726144
60,5000,2,0.2,True,30,47,0.026485718209346237
75,10000,2,0.25,True,20,66,0.026482783259610298
75,7000,2,0.11,True,20,61,0.026473880891163485
60,10000,10,0.15,True,30,47,0.026466661794750324
60,5000,10,0.15,True,30,47,0.026466661794750324
60,7000,10,0.15,True,30,47,0.026466661794750324
55,10000,7,0.25,True,15,53,0.026458811731824537
60,5000,10,0.25,True,25,49,0.026453463766390534
60,10000,10,0.25,True,25,49,0.026453463766390534
